20.02	79.3	16.22	48.84	49.38	45.95	11.5	58.16	58.09	64.89	70.29	54.74	38.12	97.77	0.0	93.56	72.9	107.97	62.11	50.12	53.52	81.34	43.97	90.69	66.77	72.9	41.11	77.38	59.6	78.05	37.43	95.59	24.33	17.36	62.26	72.71	90.21	67.73	57.84	33.65	103.28	74.77	20.32	89.14	26.34	13.72	36.63	26.74	60.78	39.53	29.03	31.47	81.7	100.17	49.08	40.25	24.83	87.2	52.39	14.95	102.21	24.09	11.28	25.61	74.77	58.28	93.95	82.04	82.44	15.4	74.21	27.68	75.49	15.17	16.93	6.17	49.89	77.19	51.63	71.21	90.44	17.54	68.51	36.62	53.78	23.65	31.32	47.35	62.9	27.69	102.04	86.82	33.71	86.35	46.07	69.37	38.06	38.18	74.89	74.3	
80.16	18.65	80.33	45.02	67.83	77.72	88.36	39.47	44.9	39.99	37.55	74.96	65.76	9.45	93.56	0.0	28.92	17.2	74.84	45.26	72.85	74.12	85.43	5.19	71.02	78.62	78.05	43.42	56.95	21.55	56.18	10.84	76.24	76.33	68.08	69.41	11.08	27.56	35.89	74.94	11.26	21.47	77.01	35.37	84.77	92.15	65.55	80.05	64.33	64.26	87.02	85.23	33.53	12.45	44.58	54.55	68.77	21.4	48.81	106.77	16.35	81.66	92.6	73.47	73.57	69.71	18.24	50.22	25.73	92.95	59.76	65.89	29.94	99.91	93.99	96.65	71.82	16.82	53.45	37.49	32.36	76.3	31.59	69.78	72.34	76.48	62.29	69.42	61.24	83.69	10.42	6.75	77.04	42.39	48.04	52.02	84.57	60.62	30.58	27.81	
56.26	29.8	62.82	30.71	39.3	71.59	70.59	34.43	42.43	41.76	8.97	46.07	39.46	37.5	72.9	28.92	0.0	46.11	46.02	23.06	44.0	81.6	57.15	24.01	73.4	82.3	50.14	17.99	28.03	31.92	38.42	37.41	51.88	55.76	39.28	41.66	33.84	10.17	19.86	48.4	34.46	9.14	60.48	19.83	71.61	68.43	39.76	54.46	35.46	37.85	74.7	58.46	46.9	40.65	26.72	40.12	49.56	39.95	22.05	87.36	30.65	67.58	74.87	58.59	45.98	40.8	41.83	61.68	9.67	68.87	32.61	46.62	38.98	76.12	69.61	77.19	67.42	22.16	48.53	9.18	19.56	57.19	34.31	43.2	69.48	52.28	42.7	63.95	62.8	57.63	39.34	23.78	66.26	22.23	27.94	23.91	75.34	48.76	39.16	35.48	
95.91	28.98	93.8	59.14	84.98	86.35	101.73	51.09	54.62	48.46	54.68	92.16	82.38	10.21	107.97	17.2	46.11	0.0	91.97	61.36	90.05	75.34	102.49	22.17	75.56	81.9	95.03	59.93	74.14	30.84	70.63	12.52	92.18	91.02	85.21	86.17	17.88	44.2	51.32	91.55	16.65	38.52	90.2	50.32	96.33	107.7	82.03	96.34	81.49	80.92	98.13	101.85	36.27	7.96	59.71	68.0	83.19	24.45	65.7	120.46	25.35	93.71	105.86	86.14	90.26	86.9	17.33	51.06	42.23	108.62	76.4	80.42	36.77	115.41	109.76	110.52	79.94	31.09	63.26	54.59	47.05	90.47	41.43	86.44	79.65	92.37	77.05	78.21	67.05	100.1	6.78	23.1	87.85	57.8	63.53	68.98	94.37	72.75	37.5	36.16	
42.5	73.18	62.87	54.4	15.1	88.34	67.41	66.01	72.75	76.03	37.29	7.38	28.62	83.52	62.11	74.84	46.02	91.97	0.0	41.97	8.82	112.47	21.55	69.8	100.25	109.11	21.13	34.21	18.42	74.43	50.95	83.32	38.92	51.8	6.76	12.45	79.41	50.97	51.1	28.8	78.78	54.5	63.49	47.82	77.23	50.27	30.7	35.38	10.62	28.22	80.98	32.04	87.52	86.66	48.84	57.11	52.08	83.88	32.29	76.1	72.73	72.76	70.49	65.52	13.02	6.38	87.06	98.75	50.53	49.39	19.78	50.71	78.94	55.5	48.86	68.21	87.52	66.22	73.91	37.39	50.86	56.06	72.0	27.55	91.04	39.65	48.62	83.6	90.93	34.91	85.24	69.76	77.53	40.93	45.24	23.59	86.56	64.99	78.82	75.69	
34.96	35.62	39.82	12.96	28.98	52.79	47.55	24.04	30.93	34.09	22.81	38.32	21.66	51.35	50.12	45.26	23.06	61.36	41.97	0.0	35.84	71.23	43.81	41.63	60.04	69.1	35.83	32.74	25.49	35.84	15.96	49.91	30.98	32.85	36.62	44.19	44.87	18.01	10.78	30.63	53.95	24.94	37.67	41.26	49.48	47.04	20.95	34.98	32.61	20.4	52.8	40.84	46.79	54.2	7.18	19.4	26.51	45.91	10.03	64.41	52.18	45.26	51.82	36.26	48.31	35.6	50.94	56.85	32.72	47.76	38.91	23.57	38.3	54.81	48.76	54.22	49.98	30.64	33.35	23.8	41.84	34.13	30.88	25.75	52.87	31.23	19.65	46.15	50.07	38.81	54.84	38.63	45.3	40.71	5.44	30.05	54.7	28.52	38.05	35.39	
33.78	69.09	54.07	47.66	7.11	79.98	58.61	59.74	66.06	69.83	35.91	2.49	20.13	81.07	53.52	72.85	44.0	90.05	8.82	35.84	0.0	105.18	15.68	68.01	92.61	101.38	12.97	35.48	16.21	70.03	43.13	80.55	30.13	42.99	9.74	19.59	76.28	47.31	45.74	20.05	77.97	51.77	54.74	49.48	68.46	42.04	22.2	26.79	10.69	19.9	72.22	24.25	82.33	84.19	42.34	49.43	43.46	79.79	26.86	67.69	72.7	64.01	61.71	56.89	21.26	5.54	83.58	92.6	50.0	41.28	24.12	42.21	73.76	47.68	40.89	59.59	79.4	62.55	66.56	36.24	52.21	47.27	66.54	18.78	83.0	30.85	40.32	75.5	83.55	26.68	83.27	67.28	68.96	43.38	38.43	24.57	77.92	56.97	73.58	70.65	
84.7	57.0	66.02	58.34	98.08	36.03	70.05	48.38	40.61	39.85	87.96	107.61	86.13	69.46	81.34	74.12	81.6	75.34	112.47	71.23	105.18	0.0	107.68	76.19	14.58	10.89	100.23	98.78	96.72	53.95	62.4	66.32	84.33	72.96	107.64	115.39	63.35	71.53	64.73	91.66	84.49	74.32	62.31	100.04	56.01	90.67	84.28	90.67	103.73	85.85	54.61	98.69	40.66	69.2	64.08	55.95	67.03	53.15	81.26	85.31	90.41	57.34	72.03	57.23	119.54	106.13	58.84	24.37	87.67	92.45	109.34	66.58	45.17	95.74	94.22	79.32	31.45	63.26	38.62	88.74	98.45	68.93	47.58	89.11	27.58	83.92	66.75	34.23	21.66	94.65	74.12	70.84	47.65	103.79	67.32	100.02	45.68	49.79	44.68	48.22	
26.58	79.13	48.93	53.39	17.96	78.47	51.52	66.04	71.11	75.99	49.83	15.13	22.8	93.04	43.97	85.43	57.15	102.49	21.55	43.81	15.68	107.68	0.0	80.84	94.11	102.4	8.03	50.79	30.79	79.57	45.74	92.15	24.74	38.23	25.16	33.93	87.49	58.58	54.53	16.04	91.57	63.98	50.74	64.77	63.75	30.85	24.24	19.0	26.34	23.71	67.4	12.5	90.27	96.09	48.98	52.19	41.58	89.61	37.0	56.79	86.93	59.61	53.81	54.16	34.4	21.11	94.22	98.37	64.17	29.62	39.7	41.41	81.91	34.9	28.74	50.12	79.22	73.34	69.69	50.32	67.37	42.85	74.33	19.09	83.1	25.35	40.93	75.49	86.16	16.53	95.72	79.42	66.38	58.92	44.62	39.98	74.48	57.96	81.6	79.13	
76.59	19.48	77.96	42.64	63.14	77.38	86.01	38.48	44.6	40.31	32.52	70.08	61.64	14.58	90.69	5.19	24.01	22.17	69.8	41.63	68.01	76.19	80.84	0.0	72.13	80.04	73.57	38.23	52.02	22.53	53.49	15.63	72.56	73.37	63.05	64.24	14.64	23.68	32.85	70.8	12.63	17.14	74.8	30.44	83.23	88.66	61.52	76.13	59.33	60.11	85.65	81.06	35.98	17.62	41.61	52.4	65.99	24.51	44.49	104.19	14.72	79.93	90.28	71.51	68.39	64.75	22.49	52.7	20.55	89.4	54.57	63.07	31.28	96.43	90.38	94.02	71.72	15.55	52.94	32.43	27.52	73.61	31.66	65.61	72.53	72.83	59.38	69.09	62.07	79.68	15.45	5.51	75.85	37.33	44.8	46.89	83.74	59.03	31.85	28.7	
70.5	52.68	51.46	47.1	85.54	21.8	55.51	39.05	31.01	32.53	78.77	94.99	73.11	68.12	66.77	71.02	73.4	75.56	100.25	60.04	92.61	14.58	94.11	72.13	0.0	9.08	86.85	89.69	85.39	49.65	49.5	64.94	70.36	58.64	95.81	104.12	61.04	63.24	55.01	78.08	82.01	67.14	47.78	92.69	41.62	76.16	71.18	76.69	92.03	72.96	40.42	84.71	39.31	68.53	52.88	43.18	53.01	51.6	69.97	71.1	86.79	42.8	57.57	42.74	108.14	93.98	58.3	26.45	80.56	77.95	98.81	52.77	41.07	81.17	79.72	64.83	16.88	57.71	26.69	79.64	91.52	54.52	41.13	75.86	13.05	69.91	53.28	19.7	10.61	80.6	73.06	66.62	33.1	95.56	55.63	89.68	31.75	36.18	40.44	43.44	
78.21	60.57	58.23	56.16	94.34	26.98	61.46	48.02	39.98	41.08	87.8	103.75	81.74	75.06	72.9	78.62	82.3	81.9	109.11	69.1	101.38	10.89	102.4	80.04	9.08	0.0	95.27	98.71	94.42	57.51	58.25	71.88	78.35	66.18	104.76	113.15	68.31	72.14	64.06	86.4	89.44	75.85	54.77	101.48	46.96	83.1	79.79	84.65	101.0	81.65	45.17	92.64	45.99	75.2	61.94	52.01	61.02	58.51	79.02	75.75	94.62	48.82	63.05	49.97	117.16	102.86	64.86	31.25	89.28	84.92	107.89	61.0	48.79	87.66	86.71	70.38	23.69	66.0	35.75	88.65	100.22	61.9	49.55	84.37	19.68	77.86	61.75	27.12	19.54	88.47	79.91	74.56	39.31	104.49	64.65	98.76	36.02	44.66	48.2	51.4	
21.97	71.24	43.63	45.39	11.99	71.97	47.21	58.04	63.2	68.01	43.3	13.76	14.81	85.47	41.11	78.05	50.14	95.03	21.13	35.83	12.97	100.23	8.03	73.57	86.85	95.27	0.0	45.48	25.19	71.63	38.04	84.49	19.07	32.61	22.56	32.56	79.76	50.96	46.57	9.18	84.59	56.58	44.96	59.3	58.38	29.16	16.32	14.5	22.48	15.68	62.1	11.34	82.24	88.5	40.95	44.52	34.91	81.68	29.36	54.98	80.32	54.07	49.98	47.93	34.04	18.33	86.38	90.44	57.64	28.34	36.46	34.41	73.88	34.71	27.93	47.25	72.33	65.57	62.04	43.87	61.7	37.15	66.31	11.23	76.15	19.76	33.56	68.54	78.65	13.79	88.29	71.93	60.19	54.01	36.59	35.02	68.65	50.67	73.58	71.11	
58.37	47.66	70.6	44.09	33.5	85.22	77.7	50.74	58.76	58.98	10.91	36.88	39.83	52.73	77.38	43.42	17.99	59.93	34.21	32.74	35.48	98.78	50.79	38.23	89.69	98.71	45.48	0.0	20.29	49.88	48.48	53.27	53.78	61.53	27.73	26.38	50.48	27.48	34.72	47.15	45.4	26.89	69.16	13.99	81.77	69.88	40.99	54.3	25.0	38.27	85.21	55.89	64.89	55.82	38.86	52.07	57.14	57.55	25.81	92.31	38.75	77.41	81.76	68.51	30.36	30.73	58.68	79.55	17.73	69.85	16.51	54.46	56.95	77.06	70.14	82.55	81.87	39.99	63.78	10.07	16.78	64.13	51.98	42.48	84.39	54.36	50.75	78.17	79.18	56.42	53.45	39.74	78.03	9.0	38.17	10.93	87.43	61.17	57.11	53.45	
39.84	54.78	55.59	38.43	13.22	76.2	61.79	49.06	56.31	58.88	19.72	18.13	21.51	65.41	59.6	56.95	28.03	74.14	18.42	25.49	16.21	96.72	30.79	52.02	85.39	94.42	25.19	20.29	0.0	56.08	37.8	65.08	35.35	45.32	12.0	18.74	61.06	32.55	33.42	27.5	61.77	36.22	55.05	34.14	68.56	50.68	23.14	34.83	7.88	20.18	72.24	35.72	69.46	68.54	32.66	43.19	42.82	65.48	15.47	74.49	56.51	64.04	65.55	55.71	22.82	12.8	68.65	81.4	33.79	50.45	15.34	40.65	60.9	57.55	50.58	65.2	74.3	47.79	58.71	20.03	36.64	48.74	54.18	23.29	77.49	36.0	37.57	70.39	75.53	36.54	67.37	51.62	66.82	28.91	29.78	10.14	76.23	51.93	60.82	57.58	
68.0	3.07	63.35	29.86	63.71	56.61	71.19	20.33	24.08	18.57	40.32	72.43	57.45	21.12	78.05	21.55	31.92	30.84	74.43	35.84	70.03	53.95	79.57	22.53	49.65	57.51	71.63	49.88	56.08	0.0	41.3	18.36	64.8	61.57	68.07	72.51	13.17	23.8	25.07	66.26	32.75	23.04	59.63	47.57	65.51	79.23	56.58	69.77	63.96	56.24	67.37	76.3	15.22	22.87	31.94	37.81	53.56	10.08	43.28	90.0	37.15	62.88	75.26	55.41	76.89	68.4	15.98	31.27	35.3	80.35	64.09	50.97	8.8	86.77	81.67	80.21	50.53	10.11	32.76	40.79	45.5	60.52	10.68	61.52	50.88	64.85	47.95	48.33	39.73	73.83	26.02	17.05	57.13	52.64	36.25	54.93	64.02	41.96	9.34	6.26	
27.37	42.24	24.78	11.53	36.09	38.41	32.77	22.71	25.93	31.68	38.76	45.5	23.74	60.42	37.43	56.18	38.42	70.63	50.95	15.96	43.13	62.4	45.74	53.49	49.5	58.25	38.04	48.48	37.8	41.3	0.0	58.34	24.97	20.4	47.01	56.14	52.98	31.34	20.78	29.94	66.12	38.32	22.13	57.16	33.53	38.04	21.9	30.85	43.49	23.49	36.85	38.48	47.7	62.89	12.15	6.48	12.6	50.93	23.58	50.7	65.74	29.32	37.06	20.31	59.87	44.79	57.28	53.15	48.04	39.25	52.63	9.79	40.26	45.49	40.65	40.53	36.75	39.77	24.0	39.76	57.61	20.12	32.73	26.83	40.15	24.84	6.69	32.82	40.75	35.08	64.63	49.45	29.68	56.62	10.61	44.49	39.14	14.2	39.76	38.39	
84.04	16.46	81.31	46.82	75.02	74.39	89.23	38.57	42.29	36.32	46.33	82.78	71.29	3.18	95.59	10.84	37.41	12.52	83.32	49.91	80.55	66.32	92.15	15.63	64.94	71.88	84.49	53.27	65.08	18.36	58.34	0.0	80.45	78.74	76.62	78.8	5.38	33.58	39.55	80.41	18.59	28.86	77.69	46.07	83.86	95.7	70.79	84.85	72.72	69.89	85.71	90.68	25.91	4.59	47.71	55.54	70.86	13.37	55.15	107.98	25.96	81.21	93.35	73.61	83.04	77.87	7.96	42.0	35.82	96.68	69.35	68.13	24.86	103.37	97.87	98.06	68.09	19.29	50.96	46.42	43.12	78.08	29.0	75.38	68.04	80.6	64.83	66.18	55.87	88.71	8.15	13.68	75.46	52.91	51.67	61.16	82.16	60.24	25.58	23.88	
4.59	65.22	24.56	35.37	25.26	53.81	28.49	47.52	50.77	56.65	47.78	31.71	14.01	82.08	24.33	76.24	51.88	92.18	38.92	30.98	30.13	84.33	24.74	72.56	70.36	78.35	19.07	53.78	35.35	64.8	24.97	80.45	0.0	13.59	38.28	48.76	75.25	48.89	40.91	10.19	84.74	55.64	26.05	66.25	39.33	16.57	12.81	6.34	36.56	15.53	43.04	14.36	72.55	84.85	32.93	30.81	17.35	74.75	30.09	39.16	82.31	35.06	31.62	29.44	51.13	34.46	80.59	77.81	61.0	17.01	49.89	17.87	64.85	24.24	17.85	30.12	54.89	61.2	47.57	48.63	67.89	18.18	57.22	12.31	58.83	0.72	18.72	51.26	63.18	10.41	85.74	69.6	41.65	62.78	28.8	45.24	49.8	34.68	64.4	62.7	
12.17	62.61	11.1	31.92	37.36	40.77	16.47	42.22	43.46	50.0	53.7	44.77	24.28	80.81	17.36	76.33	55.76	91.02	51.8	32.85	42.99	72.96	38.23	73.37	58.64	66.18	32.61	61.53	45.32	61.57	20.4	78.74	13.59	0.0	50.36	60.74	73.38	50.38	40.53	23.55	85.95	57.42	12.51	72.62	25.77	18.88	22.39	19.32	48.06	25.35	29.49	27.0	66.66	83.29	31.78	24.17	8.06	71.03	35.96	31.6	84.87	21.48	20.33	16.39	63.5	46.83	77.54	69.3	65.36	20.43	60.52	10.62	59.82	25.75	22.08	21.46	42.52	60.09	38.42	54.64	73.72	4.62	52.52	24.31	46.51	12.93	14.04	39.1	52.5	22.68	84.98	69.58	28.36	70.39	28.72	54.5	36.25	24.7	59.26	58.28	
